0	1	0
0.02	1	0
0.03	1	0
0.05	1	0
0.06	1	0
0.08	1	0
0.09	1	0
0.11	1	0
0.12	1	0
0.14	1	0
0.15	1	0
0.17	1	0
0.18	1	0
0.2	1	0
0.21	1	0
0.23	1	0
0.24	1	0
0.26	1	0
0.27	1	0
0.29	1	0
0.3	1	0
0.32	1	0
0.33	1	0
0.35	1	0
0.36	1	0
0.38	1	0
0.39	1	0
0.41	1	0
0.42	1	0
0.44	1	0
0.45	1	0
0.47	1	0
0.48	1	0
0.5	1	0
0.51	1	0
0.53	1	0
0.54	1	0
0.56	1	0
0.57	1	0
0.59	1	0
0.6	1	0
0.62	1	0
0.63	1	0
0.65	1	0
0.66	1	0
0.68	1	0
0.69	1	0
0.71	1	0
0.72	1	0
0.74	1	0
0.75	1	0
0.77	1	0
0.78	1	0
0.8	1	0
0.81	1	0
0.83	1	0
0.84	1	0
0.86	1	0
0.87	1	0
0.89	1	0
0.9	1	0
0.92	1	0
0.93	1	0
0.95	1	0
0.96	1	0
0.98	1	0
0.99	1	0
1.01	1	0
1.02	1	0
1.04	1	0
1.05	1	0
1.07	1	0
1.08	1	0
1.1	1	0
1.11	1	0
1.13	1	0
1.14	1	0
1.16	1	0
1.17	1	0
1.19	1	0
1.2	1	0
1.22	1	0
1.23	1	0
1.25	1	0
1.26	1	0
1.28	1	0
1.29	1	0
1.31	1	0
1.32	1	0
1.34	1	0
1.35	1	0
1.37	1	0
1.38	1	0
1.4	1	0
1.41	1	0
1.43	1	0
1.44	1	0
1.46	1	0
1.47	1	0
1.49	1	0
1.5	1	0
1.52	1	0
1.53	1	0
1.55	1	0
1.56	1	0
1.58	1	0
1.59	1	0
1.61	1	0
1.62	1	0
1.64	1	0
1.65	1	0
1.67	1	0
1.68	1	0
1.7	1	0
1.71	1	0
1.73	1	0
1.74	1	0
1.76	1	0
1.77	1	0
1.79	1	0
1.8	1	0
1.82	1	0
1.83	1	0
1.85	1	0
1.86	1	0
1.88	1	0
1.89	1	0
1.91	1	0
1.92	1	0
1.94	1	0
1.95	1	0
1.97	1	0
1.98	1	0
2	1	0
2.01	1	0
2.03	1	0
2.04	1	0
2.06	1	0
2.07	1	0
2.09	1	0
2.1	1	0
2.12	1	0
2.13	1	0
2.15	1	0
2.16	1	0
2.18	1	0
2.19	1	0
2.21	1	0
2.22	1	0
2.24	1	0
2.25	1	0
2.27	1	0
2.28	1	0
2.3	1	0
2.31	1	0
2.33	1	0
2.34	1	0
2.36	1	0
2.37	1	0
2.39	1	0
2.4	1	0
2.42	1	0
2.43	1	0
2.45	1	0
2.46	1	0
2.48	1	0
2.49	1	0
2.51	1	0
2.52	1	0
2.54	1	0
2.55	1	0
2.57	1	0
2.58	1	0
2.6	1	0
2.61	1	0
2.63	1	0
2.64	1	0
2.66	1	0
2.67	1	0
2.69	1	0
2.7	1	0
2.72	1	0
2.73	1	0
2.75	1	0
2.76	1	0
2.78	1	0
2.79	1	0
2.81	1	0
2.82	1	0
2.84	1	0
2.85	1	0
2.87	1	0
2.88	1	0
2.9	1	0
2.91	1	0
2.93	1	0
2.94	1	0
2.96	1	0
2.97	1	0
2.99	1	0
3	1	0
3.02	1	0
3.03	1	0
3.05	1	0
3.06	1	0
3.08	1	0
3.09	1	0
3.11	1	0
3.12	1	0
3.14	1	0
3.15	1	0
3.17	1	0
3.18	1	0
3.2	1	0
3.21	1	0
3.23	1	0
3.24	1	0
3.26	1	0
3.27	1	0
3.29	1	0
3.3	1	0
3.32	1	0
3.33	1	0
3.35	1	0.02
3.36	1	0.1
3.38	1	0.18
3.39	1	0.27
3.41	1	0.35
3.42	1	0.44
3.44	1	0.53
3.45	1	0.62
3.47	1	0.71
3.48	1	0.8
3.5	1	0.9
3.51	1	0.99
3.53	1	1.09
3.54	1	1.19
3.56	1	1.29
3.57	1	1.38
3.59	1	1.48
3.6	1	1.58
3.62	1	1.68
3.63	1	1.78
3.65	1	1.88
3.66	1	1.99
3.68	1	2.09
3.69	1	2.19
3.71	1	2.29
3.72	1	2.39
3.74	1	2.49
3.75	1	2.59
3.77	1	2.69
3.78	1	2.78
3.8	1	2.88
3.81	1	2.98
3.83	1	3.08
3.84	1	3.17
3.86	1	3.27
3.87	1	3.36
3.89	1	3.45
3.9	1	3.54
3.92	1	3.63
3.93	1	3.72
3.95	1	3.81
3.96	1	3.89
3.98	1	3.98
3.99	1	4.06
4.01	1	4.14
4.02	1	4.22
4.04	1	4.3
4.05	1	4.38
4.07	1	4.45
4.08	1	4.52
4.1	1	4.6
4.11	1	4.66
4.13	1	4.73
4.14	1	4.8
4.16	1	4.86
4.17	1	4.92
4.19	1	4.98
4.2	1	5.04
4.22	1	5.1
4.23	1	5.15
4.25	1	5.2
4.26	1	5.25
4.28	1	5.3
4.29	1	5.35
4.31	1	5.39
4.32	1	5.44
4.34	1	5.48
4.35	1	5.51
4.37	1	5.55
4.38	1	5.58
4.4	1	5.61
4.41	1	5.64
4.43	1	5.67
4.44	1	5.7
4.46	1	5.72
4.47	1	5.74
4.49	1	5.76
4.5	1	5.78
4.52	1	5.8
4.53	1	5.81
4.55	1	5.83
4.56	1	5.84
4.58	1	5.84
4.59	1	5.85
4.61	1	5.86
4.62	1	5.86
4.64	1	5.86
4.65	1	5.86
4.67	1	5.86
4.68	1	5.86
4.7	1	5.85
4.71	1	5.84
4.73	1	5.84
4.74	1	5.83
4.76	1	5.82
4.77	1	5.8
4.79	1	5.79
4.8	1	5.77
4.82	1	5.76
4.83	1	5.74
4.85	1	5.72
4.86	1	5.7
4.88	1	5.68
4.89	1	5.66
4.91	1	5.63
4.92	1	5.61
4.94	1	5.58
4.95	1	5.56
4.97	1	5.53
4.98	1	5.5
5	1	5.47
5.02	1	5.44
5.03	1	5.41
5.05	1	5.38
5.06	1	5.35
5.08	1	5.32
5.09	1	5.28
5.11	1	5.25
5.12	1	5.21
5.14	1	5.18
5.15	1	5.14
5.17	1	5.11
5.18	1	5.07
5.2	1	5.04
5.21	1	5
5.23	1	4.96
5.24	1	4.92
5.26	1	4.89
5.27	1	4.85
5.29	1	4.81
5.3	1	4.78
5.32	1	4.74
5.33	1	4.7
5.35	1	4.66
5.36	1	4.63
5.38	1	4.59
5.39	1	4.55
5.41	1	4.51
5.42	1	4.48
5.44	1	4.44
5.45	1	4.4
5.47	1	4.37
5.48	1	4.33
5.5	1	4.3
5.51	1	4.26
5.53	1	4.23
5.54	1	4.19
5.56	1	4.16
5.57	1	4.13
5.59	1	4.09
5.6	1	4.06
5.62	1	4.03
5.63	1	4
5.65	1	3.97
5.66	1	3.94
5.68	1	3.91
5.69	1	3.88
5.71	1	3.85
5.72	1	3.82
5.74	1	3.8
5.75	1	3.77
5.77	1	3.74
5.78	1	3.72
5.8	1	3.69
5.81	1	3.67
5.83	1	3.65
5.84	1	3.63
5.86	1	3.6
5.87	1	3.58
5.89	1	3.56
5.9	1	3.55
5.92	1	3.53
5.93	1	3.51
5.95	1	3.49
5.96	1	3.48
5.98	1	3.46
5.99	1	3.45
6.01	1	3.43
6.02	1	3.42
6.04	1	3.41
6.05	1	3.39
6.07	1	3.38
6.08	1	3.37
6.1	1	3.36
6.11	1	3.36
6.13	1	3.35
6.14	1	3.34
6.16	1	3.33
6.17	1	3.33
6.19	1	3.32
6.2	1	3.32
6.22	1	3.32
6.23	1	3.31
6.25	1	3.31
6.26	1	3.31
6.28	1	3.31
6.29	1	3.31
6.31	1	3.31
6.32	1	3.31
6.34	1	3.31
6.35	1	3.31
6.37	1	3.31
6.38	1	3.32
6.4	1	3.32
6.41	1	3.33
6.43	1	3.33
6.44	1	3.34
6.46	1	3.34
6.47	1	3.35
6.49	1	3.35
6.5	1	3.36
6.52	1	3.37
6.53	1	3.38
6.55	1	3.39
6.56	1	3.39
6.58	1	3.4
6.59	1	3.41
6.61	1	3.42
6.62	1	3.43
6.64	1	3.44
6.65	1	3.46
6.67	1	3.47
6.68	1	3.48
6.7	1	3.49
6.71	1	3.5
6.73	1	3.51
